Data;Hora;Estacao;Codigo;Poluente;Valor;Unidade;Tipo
04/01/2022;01:00:00;Suape;PE06;CO;0.379;ug/m3;Automática
04/01/2022;01:00:00;Suape;PE06;MP10;22;ug/m3;Automática
04/01/2022;01:00:00;Suape;PE06;MP2.5;3;ug/m3;Automática
04/01/2022;01:00:00;Suape;PE06;SO2;7.4;ug/m3;Automática
04/01/2022;02:00:00;Suape;PE06;CO;0.408;ug/m3;Automática
04/01/2022;02:00:00;Suape;PE06;MP10;26;ug/m3;Automática
04/01/2022;03:00:00;Suape;PE06;MP10;16;ug/m3;Automática
04/01/2022;03:00:00;Suape;PE06;NO2;3.02;ug/m3;Automática
04/01/2022;04:00:00;Suape;PE06;MP10;16;ug/m3;Automática
04/01/2022;04:00:00;Suape;PE06;MP2.5;0;ug/m3;Automática
04/01/2022;04:00:00;Suape;PE06;NO2;1.03;ug/m3;Automática
04/01/2022;04:00:00;Suape;PE06;SO2;6.09;ug/m3;Automática
04/01/2022;05:00:00;Suape;PE06;CO;0.399;ug/m3;Automática
04/01/2022;05:00:00;Suape;PE06;MP10;22;ug/m3;Automática
04/01/2022;05:00:00;Suape;PE06;MP2.5;3;ug/m3;Automática
04/01/2022;05:00:00;Suape;PE06;NO2;2.45;ug/m3;Automática
04/01/2022;05:00:00;Suape;PE06;SO2;6.21;ug/m3;Automática
04/01/2022;06:00:00;Suape;PE06;CO;0.401;ug/m3;Automática
04/01/2022;06:00:00;Suape;PE06;MP10;28;ug/m3;Automática
04/01/2022;06:00:00;Suape;PE06;MP2.5;5;ug/m3;Automática
04/01/2022;06:00:00;Suape;PE06;NO2;3.17;ug/m3;Automática
04/01/2022;06:00:00;Suape;PE06;SO2;6.2;ug/m3;Automática
04/01/2022;07:00:00;Suape;PE06;CO;0.397;ug/m3;Automática
04/01/2022;07:00:00;Suape;PE06;MP10;19;ug/m3;Automática
04/01/2022;07:00:00;Suape;PE06;MP2.5;4;ug/m3;Automática
04/01/2022;07:00:00;Suape;PE06;NO2;2.54;ug/m3;Automática
04/01/2022;07:00:00;Suape;PE06;SO2;5.64;ug/m3;Automática
04/01/2022;08:00:00;Suape;PE06;CO;0.378;ug/m3;Automática
04/01/2022;08:00:00;Suape;PE06;MP10;31;ug/m3;Automática
04/01/2022;08:00:00;Suape;PE06;MP2.5;6;ug/m3;Automática
04/01/2022;08:00:00;Suape;PE06;NO2;1.23;ug/m3;Automática
04/01/2022;08:00:00;Suape;PE06;SO2;9.83;ug/m3;Automática
04/01/2022;09:00:00;Suape;PE06;CO;0.365;ug/m3;Automática
04/01/2022;09:00:00;Suape;PE06;MP10;21;ug/m3;Automática
04/01/2022;09:00:00;Suape;PE06;MP2.5;7;ug/m3;Automática
04/01/2022;09:00:00;Suape;PE06;NO2;0.63;ug/m3;Automática
04/01/2022;09:00:00;Suape;PE06;SO2;9.05;ug/m3;Automática
04/01/2022;10:00:00;Suape;PE06;CO;0.375;ug/m3;Automática
04/01/2022;10:00:00;Suape;PE06;MP10;19;ug/m3;Automática
04/01/2022;10:00:00;Suape;PE06;MP2.5;5;ug/m3;Automática
04/01/2022;10:00:00;Suape;PE06;NO2;2.01;ug/m3;Automática
04/01/2022;10:00:00;Suape;PE06;SO2;6.06;ug/m3;Automática
04/01/2022;11:00:00;Suape;PE06;CO;0.407;ug/m3;Automática
04/01/2022;11:00:00;Suape;PE06;MP10;17;ug/m3;Automática
04/01/2022;11:00:00;Suape;PE06;MP2.5;8;ug/m3;Automática
04/01/2022;11:00:00;Suape;PE06;NO2;1.87;ug/m3;Automática
04/01/2022;11:00:00;Suape;PE06;SO2;6.2;ug/m3;Automática
04/01/2022;12:00:00;Suape;PE06;CO;0.396;ug/m3;Automática
